Question ID,Question Number,Question Content,Image,User
f3245,1,Does this vendor also grow all of his own wares?,87096,f358
f3246,2,What other kinds of products does he sell?,87096,f358
f3247,1,Does Keeneland still not use a race caller or announcer?,356938,f362
f3248,2,With Covid-19 restrictions are they conducting racing before live audiences again?,356938,f362
f3249,1,Does this person make peanut butter and jelly sandwiches often?,262407,f361
f3250,2,Is this sandwich a favorite food of this person?,262407,f361
f3251,1,Is he going to hit the tennis ball before it hits the ground?,262529,f370
f3252,2,Who is the player?,262529,f370
f3253,1,Is this person just playing for fun or is he trying to become a professional ballplayer?,36098,f350
f3254,2,How old do you think he is?,36098,f350
f3255,1,Do you think this elephant has feelings of entrapment?,125626,f372
f3256,2,Will this elephant ever see Africa again?,125626,f372
f3257,1,Which people will join the woman on the bench?,189915,f365
f3258,2,Who will be responsible to pick up the trash in the park?,189915,f365
f3259,1,Are those elephants being harmed?,438795,f357
f3260,2,What happens if they charge the crowd?,438795,f357
f3261,1,Will the man on the edge fall down?,301207,f364
f3262,2,What is the purpose of the man without a skateboard?,301207,f364
f3265,1,Is this a coed soccer team?,198323,f363
f3266,2,The goalie is kicking the ball. Does his mean that he made a stop?,198323,f363
f3267,1,Are they reminiscing about good memories?,367357,f367
f3268,2,Are they happy their semester in college is done?,367357,f367
f3269,1,Will they get along?,579533,f370
f3270,2,Are they shaking hands?,579533,f370
f3271,1,what do you think the lecture is about,427169,f356
f3272,2,what question would you ask in this class?,427169,f356
f3273,1,"Is the elephant friendly? 
",65195,f345
f3274,2,Are elephants allowed to walk on the sidewalk?,65195,f345
f3275,1,Do you think that's home territory for the dog or a new place?,366313,f342
f3276,2,I wonder if that's the first snow fall of the season or the last.,366313,f342
f3277,1,What is the time of the year the picture was taken?,346250,f351
f3278,2,Are the two people at a home or a church?,346250,f351
f3281,1,What game are they playing?,403743,f370
f3282,2,Are they related?,403743,f370
f3283,1,Does this child have a personality disorder?,408917,f358
f3284,2,What other kinds of flowers would she like to have?,408917,f358
f3285,1,Why does the younger person have an arm band with the number 210 on it?,107518,f361
f3286,2,Does this pizza taste good to these women?,107518,f361
f3287,1,Where is the ball?,500005,f363
f3288,2,How can she save the serve in the bright sky?,500005,f363
f3291,1,Isn't he too old for a laptop?,90490,f370
f3292,2,What store is he in?,90490,f370
f3295,1,Would you put your children at risk to perform this stunt?,491831,f349
f3296,2,How high did the dog jump and how low did the handler go?,491831,f349
f3297,1,How many kites are on that string?,200796,f357
f3298,2,Is it going to storm before you can reel in all the kites?,200796,f357
f3299,1,What would this person need to do with his phone in such a hurry?,239307,f372
f3300,2,Would this man's friend in the background understand what the man is doing?,239307,f372
f3301,1,Who is this person trying to stop?,325957,f361
f3302,2,What is this person trying to stop someone from doing?,325957,f361
f3303,1,Are they on a date?,460575,f363
f3304,2,Who is paying for he meals?,460575,f363
f3305,1,Which person will throw the freebie the farthest?,127388,f371
f3306,2,What color eyes does the person on the left have?,127388,f371
f3307,1,What are the two guys in the yellow shirts looking at?,68287,f350
f3308,2,Is what's going on medically related?,68287,f350
f3309,1,Are surfboards so heavy now it takes two people to carry?,518966,f368
f3310,2,Does three skegs make this a sailboard?,518966,f368
f3311,1,Is he wondering am I alone because I did something wrong?,259652,f367
f3312,2,Am I selfish for wanting some free time to myself?,259652,f367
f3313,1,Where was this picture taken?,195472,f373
f3314,2,Why did they go out there?,195472,f373
f3317,1,Is this kitten the only pet in the house?,354517,f358
f3318,2,Does this TV have a connection to the internet?,354517,f358
f3319,1,Is there a local coffee shop in the neighborhood that keeps people from going to Starbucks?,559995,f365
f3320,2,Where is this historic neighborhood located?,559995,f365
f3321,1,Who's birthday is she celebrating?,294325,f333
f3322,2,Is she calling this Friday night dinner?,294325,f333
f3323,1,"What type of dish is she preparing?
",85235,f345
f3324,2,Why is she not wearing gloves to prepare food?,85235,f345
f3325,1,What country is this,520810,f379
f3326,2,What are they assessing,520810,f379
f3327,1,How big are the waves here,41658,f376
f3328,2,Is the water usually warm here,41658,f376
f3329,1,Where is this group going?,39141,f373
f3330,2,Are they all members of the same group?,39141,f373
f3331,1,What kind of adventures could this person have when riding horses?,440311,f353
f3332,2,What is this horse thinking about when it looks in the person's eyes?,440311,f353
f3333,1,I wonder if the baby is really healthy in this picture?,238200,f367
f3334,2,i wonder if she really likes the food she is eating?,238200,f367
f3335,1,Where is he going ,115505,f379
f3336,2,Who are the flowers for,115505,f379
f3337,1,What do you think this Asian man thinks about the Covid virus?,259366,f372
f3338,2,Is this man's dress appropriate for a business meeting?,259366,f372
f3341,1,How high will this athlete go in the air?,43829,f333
f3342,2,Which direction are they going?,43829,f333
f3343,1,Is this place crowded,370059,f376
f3344,2,Do they serve other food besides pizza,370059,f376
f3345,1,Whee is the farmer that owns these cows?,262670,f350
f3346,2,How long will it be before the cows get up and go home?,262670,f350
f3347,1,How old is birthday person,469293,f379
f3348,2,Is this in china,469293,f379
f3349,1,Are these people going to a bonfire?,14159,f371
f3350,2,What is the street name they are on?,14159,f371
f3351,1,Why are they both dressed as bananas?,518472,f373
f3352,2,Is it his birthday?,518472,f373
f3353,1,Should you hold a soccer ball with your hands?,99184,f375
f3354,2,What are they talking about?,99184,f375
f3355,1,Which tennis player is the team captain?,39708,f365
f3356,2,Did any of the players go on to work as a tennis pro?,39708,f365
f3357,1,Who is she throwing the frisbee to?,47548,f354
f3358,2,What is she smiling about?,47548,f354
f3359,1,Is this from a fair,179024,f379
f3360,2,Was the giraffe won or bought,179024,f379
f3361,1,Does eating vegetables improve your mood?,204467,f374
f3362,2,Do children enjoy snacking on vegetables?,204467,f374
f3363,1,Is this the canteen for a drilling or logging operation?,369777,f362
f3364,2,"Are those lamps hanging from the structure for heat, light, or both?",369777,f362
f3365,1,Is this your place,315568,f376
f3366,2,Where did you buy your bedspread,315568,f376
f3367,1,I wonder if this is a real date or two friends just meeting up?,252952,f367
f3368,2,I wonder if they are arguing or just having a firm conversation?,252952,f367
f3369,1,What country is this?,5313,f373
f3370,2,Why are there so many buses?,5313,f373
f3371,1,Are these mementos the ones used in the movie.,426829,f368
f3372,2,Is the briefcase functional or just for show.,426829,f368
f3373,1,What state was this picture taken?,454894,f371
f3374,2,What color shoes was this woman wearing?,454894,f371
f3375,1,Is this man as friendly as he looks?,310606,f345
f3376,2,Is he on the geek squad?,310606,f345
f3377,1,Who did the painting?,143528,f380
f3378,2,Is this a skateboard park?,143528,f380
f3379,1,"From the man's face, do you think he has an ulterior motive in his mind?",324261,f372
f3380,2,What kind of work do you think this group plans to do on the laptop?,324261,f372
f3381,1,How many people are in the audience?,501381,f354
f3382,2,How old is he? ,501381,f354
f3383,1,Looks like depression or mental disorders,494671,f379
f3384,2,"Is it a live cam room, think she has no clothes on",494671,f379
f3385,1,Why would people not use a tractor to till the ground?,384157,f365
f3386,2,Do you consider this mistreatment of the horse?,384157,f365
f3387,1,"Should a person relax after doing a minimal cleanup?

",471686,f378
f3388,2,Do you wonder if the man is comfortable sitting like that?,471686,f378
f3389,1,Are you allowed to skate here without getting in trouble,159554,f376
f3390,2,What is your board made from,159554,f376
f3391,1,Who ordered this vegetarian pizza?,149712,f333
f3392,2,How many artichokes were used to make this pizza?,149712,f333
f3393,1,What toppings are on the pizza?,236184,f380
f3394,2,How does the sauce taste?,236184,f380
f3395,1,Is it proper to hug people at a office party?,466890,f375
f3396,2,Have these people had too much to drink?,466890,f375
f3397,1,What are they listening to?,366897,f373
f3398,2,Why are they happy?,366897,f373
f3399,1,How many times did this skier fall when he went down the hill?,534633,f371
f3400,2,Did it rain today when they were snowboarding?,534633,f371
f3401,1,I wonder if this is a new gaming concept for the future?,186753,f367
f3402,2,I wonder if these are potential clients that are interested in this and are questioning if they should invest in it?,186753,f367
f3403,1,Is she contemplating public transportation,579568,f368
f3404,2,Will the bus throw water on her,579568,f368
f3405,1,Did she return the ball when it was served to her?,395178,f371
f3406,2,Is this tennis play right or left-handed?,395178,f371
f3407,1,Which country is this in?,413923,f380
f3408,2,"Why are there no sidewalks?
",413923,f380
f3409,1,What does this person feel when they get to the crest of the wave?,79151,f353
f3410,2,"Where might this beach be, and what season is it?",79151,f353
f3411,1,Does color affect sleep cycles?,142051,f374
f3412,2,Are busts inspiring for learning?,142051,f374
f3413,1,Will this new construction alleviate all the heavy traffic like in the background?,175047,f372
f3414,2,How many accidents had to occur before this construction to rebuild the road was budgeted?,175047,f372
f3415,1,How much did she buy that board for? ,189280,f354
f3416,2,Is she at home or at a library? ,189280,f354
f3417,1,What is on the phone that is making this person so happy?,145621,f375
f3418,2,Where is this person?,145621,f375
f3419,1,Do you think border collies like the water?,381789,f378
f3420,2,Doesn't the picture remind you of happy summer days in childhood?,381789,f378
f3421,1,Where are you traveling too,104343,f376
f3422,2,Do you like your uniform,104343,f376
f3423,1,What is the mans favorite genre of film?,256385,f383
f3424,2,What does this man do for a living?,256385,f383
f3425,1,What is the special occasion for these jets to be flying? ,338383,f354
f3426,2,I wonder how much it costs to watch this spectacular jet show? ,338383,f354
f3427,1,Is there a lifeguard on duty?,571343,f362
f3428,2,Was this picture taken on a volcanic island or on a rocky coastline like Wales?,571343,f362
f3429,1,Is that a tattoo of Mary,67462,f368
f3430,2,Is that a mimosa their drinking,67462,f368
f3431,1,Who in this image likes spaghetti with ketchup?,4684,f383
f3432,2,Who in this image has a dog named Todd?,4684,f383
f3433,1,I've never seen an oven like that - what country is this from?,243304,f380
f3434,2,What vegetables do you think will be served with this food?,243304,f380
f3435,1,Do you have any idea what that instrument is?,388662,f378
f3436,2,Why would a hospital be doing this strange test outside?,388662,f378
f3437,1,Who is the woman in the middle seizing a photo op?,4684,f333
f3438,2,Is this couple going to dance with this woman wearing the costume?,4684,f333
f3439,1,Which kite was bought from the President?,123214,f383
f3440,2,Who in this image works as a baker?,123214,f383
f3441,1,What type of game are these kids playing?,298483,f375
f3442,2,Why is the person’s face red that is sitting at the table?,298483,f375
f3443,1,What city are they in.,296233,f384
f3444,2,How many friends does the bride have.,296233,f384
f3445,1,What is the name of this event?,491831,f377
f3446,2,Where did this event take place?,491831,f377
f3447,1,Is it physically taxing to cut bananas?,419171,f374
f3448,2,How long does it take for bananas to grow again once they have been cut?,419171,f374
f3449,1,Who in this image is a skilled spy?,443673,f383
f3450,2,Which person in this image loves to go kayaking? ,443673,f383
f3451,1,Do you think she's tuning to a soap opera?,521416,f380
f3452,2,Could that be an air conditioning remote and not a TV one?,521416,f380
f3453,1,How long does she have to wait before she gets a sale? ,539449,f354
f3454,2,Does she have a lot of competition? ,539449,f354
f3455,1,What did this bird eat for breakfast.,80404,f384
f3456,2,Where in the world was this photo taken.,80404,f384
f3457,1,Do you think that this is an old picture or just that the man has very old clothes?,472426,f378
f3458,2,Wouldn't you like to re-dress the gentleman?,472426,f378
f3459,1,How well does her hat coordinate with her umbrella?,155198,f382
f3460,2,Can she ride a bike and hold her umbrella at the same time?,155198,f382
f3461,1,Why are the flowers all blooming,308575,f368
f3462,2,does tea and wine and candle spell romantic to you,308575,f368
f3463,1,Are these people homeless?,271633,f375
f3464,2,Are these people waiting for the train?,271633,f375
f3465,1,Why are these planes in this field?,514299,f377
f3466,2,Why is there a golf cart in a field with a bunch of planes?,514299,f377
f3467,1,Where does the rider on the back work.,226176,f384
f3468,2,What brand is the motorcycle.,226176,f384
f3469,1,What does the woman in this image like to do on Tuesday nights?,204489,f383
f3470,2,Does the woman in this image own a yacht in Miami? ,204489,f383
f3471,1,Where is this?,173870,f384
f3472,2,Who owns the boat.,173870,f384
f3473,1,"Do you think he's a New Yorker, eating pizza in the approved New York way? ",550870,f378
f3474,2,Don't you wish you'd had a slice about 10 minutes earlier when it was hot?,550870,f378
f3475,1,Is the person in the image nice?,323448,f386
f3476,2,What country is the is the person in the image from?,323448,f386
f3477,1,Where is number 8?,23253,f384
f3478,2,How bald are those tires.,23253,f384
f3479,1,What do the businesses think about this going on in front of their stores?,414422,f385
f3480,2,Where are their parents?,414422,f385
f3481,1,Are these college students all from the same college?,362683,f333
f3482,2,Will this cake feed every student who is attending the function?,362683,f333
f3483,1,"Are we about to see a ball, strike, or hit?",329563,f362
f3484,2,Is that real or artificial turf?,329563,f362
f3485,1,Does an umbrella provide ample shade to keep you cool?,258956,f374
f3486,2,Why do people open umbrellas inside buildings?,258956,f374
f3487,1,Is that white arrow pointing the wrong way?,329563,f382
f3488,2,Shouldn't the catcher have an orange mitt to match his shin guards?,329563,f382
f3489,1,Who does the teddy bear belong to?,399825,f389
f3490,2,What's the purpose of that piece of wood?,399825,f389
f3491,1,What is the purpose of having bicycles go into this tent?,429065,f381
f3492,2,Is the generator being used for something within the tent other than the lights?,429065,f381
f3493,1,How old is the cat?,250400,f386
f3494,2,"Why did the girl curl her hair?
",250400,f386
f3495,1,Are these men plotting something evil?,366925,f377
f3496,2,What is the relationship between these two men?,366925,f377
f3497,1,Where is the little boy being pushed towards? ,414422,f390
f3498,2,Is the little boy safe? ,414422,f390
f3499,1,Do people really go here?,12386,f385
f3500,2,How dangerous is this?,12386,f385
f3501,1,Did this skier just ski away from an avalanche threat?,571078,f388
f3502,2,How deep is this snow pack?,571078,f388
f3503,1,Why are the walls blue?,521867,f386
f3504,2,What is in the fridge?,521867,f386
f3505,1,Does the little girl like wearing a blue outfit and sitting on the pony?,71441,f387
f3506,2,Is the woman in the pink cap the little girl's mother?,71441,f387
f3507,1,What are they looking at?,552453,f389
f3508,2,Are they related or just friends?,552453,f389
f3509,1,Are these horses in love?,187401,f385
f3510,2,Is the bigger horse the mama?,187401,f385
f3511,1,Which team is winning?,578023,f386
f3512,2,Are they having fun?,578023,f386
f3513,1,Which team is winning?,578023,f386
f3514,2,Are they having fun?,578023,f386
f3515,1,What's the celebration?,468529,f390
f3516,2,Is the cashier friendly?,468529,f390
f3517,1,Are they celebrating something?,369931,f391
f3518,2,Why are they so happy?,369931,f391
f3519,1,What e-sport are these guys playing?,552453,f388
f3520,2,What non e-sport do these guys play?,552453,f388
f3521,1,How many images are cloth?,413903,f393
f3522,2,Do these images represent all daily activities,413903,f393
f3523,1,Which skier is from Germany?,389133,f395
f3524,2,Do the skiers like pizza?,389133,f395
f3525,1,Where is this?,331271,f389
f3526,2,What's the temperature here?,331271,f389
f3527,1,Do parasols inspire dancing?,145679,f374
f3528,2,Can you balance an open parasol on your palm while dancing in a forest?,145679,f374
f3529,1,What is the relationship between the kid on the horse and the person in the pink hat?,71441,f377
f3530,2,What event brought these people together?,71441,f377
f3531,1,How experienced is the surfboarder?,69578,f390
f3532,2,Will she fall off the board before reaching shore?,69578,f390
f3533,1,"Can different countries get along? 
",141785,f385
f3534,2,Is the cake big enough for all the guests?,141785,f385
f3535,1,Is this man sick?,11091,f396
f3536,2,What is this man watching on his laptop?,11091,f396
f3537,1,What is the little girl's name?,286149,f395
f3538,2,Does the little girl like hotdogs?,286149,f395
f3539,1,How does attitude affect playing tennis?,164262,f394
f3540,2,Does sponsorship improve the participants' game?,164262,f394
f3541,1,Is this child celebrating something?,8024,f393
f3542,2,What is she thinking about?,8024,f393
f3543,1,Is this a school lunch?,377476,f391
f3544,2,Is she thinking about her teacher?,377476,f391
f3545,1,Is this child eating within a classroom or a lunch room?,377476,f381
f3546,2,Why is there no tray for the food items?,377476,f381
f3547,1,How fast does the train move?,551470,f392
f3548,2,Where is the train going?,551470,f392
f3549,1,What kind of rating does this slope/ ski run have?,132710,f388
f3550,2,Which mountain range is this ski resort a part of?,132710,f388
f3551,1,Did this girl score a goal?,559553,f396
f3552,2,Which team won this match?,559553,f396
f3553,1,Is this how you know you're not dad's favorite kid?,54678,f382
f3554,2,Where is the yellow brick road when you need one?,54678,f382
f3555,1,How many years has the player been on this team?,22482,f395
f3556,2,Does this player have a batting average above .300?,22482,f395
f3557,1,Where in the world are these people?,380227,f377
f3558,2,Are they on a ski slope or just skiing randomly after a snowstorm?,380227,f377
f3559,1,Are these computers from the 80's?,441296,f385
f3560,2,Why have two diffrent displays?,441296,f385
f3561,1,Is this a common activity for everyone?,361930,f393
f3562,2,Is this being judged by med or women?,361930,f393
f3563,1,Is this man a chef?,47680,f396
f3564,2,"This man is attractive, is he married?",47680,f396
f3565,1,Where does the dirt road go to? ,402762,f390
f3566,2,How far does she have to ride?,402762,f390
f3567,1,What is the score of the match?,398099,f391
f3568,2,Is this a tournament?,398099,f391
f3569,1,What is the purpose of this? Birthday party etc,354772,f399
f3570,2,Did the child ask for this experience?,354772,f399
f3571,1,How fast can he go?,8314,f395
f3572,2,What music does he like to listen to when he practices?,8314,f395
f3573,1,"What city is this being held?
",171967,f393
f3574,2,What race is the pitcher?,171967,f393
f3575,1,Where are these two girls going?,105633,f396
f3576,2,Do these girls know the man looking at them?,105633,f396
f3577,1,What country is this activity taking place in?,458864,f388
f3578,2,What kind of humanitarian effort is taking place here?,458864,f388
f3579,1,Is the player making a shot or a pass?,321389,f390
f3580,2,Why aren't there more people in the stands?,321389,f390
f3581,1,What is the name of the hotel that this bathroom is in?,510225,f387
f3582,2,Has a maid just visited this hotel room?,510225,f387
f3583,1,How difficult is it to play a three-stringed instrument?,308936,f362
f3584,2,Do you hold a bow with your dominant hand?,308936,f362
f3585,1,What does the graffiti mean?,158099,f402
f3586,2,Where is this located?,158099,f402
f3587,1,Do you think the batter got a home run?,424124,f395
f3588,2,Will the catcher's team win this game?,424124,f395
f3589,1,Is he playing a game by himself or with others?,539571,f399
f3590,2,Is this his first time playing wii?,539571,f399
f3591,1,Does this bus always have to take the cow route?,208372,f382
f3592,2,Why did a group of cows cross the road?,208372,f382
f3593,1,What is she looking at?,257670,f402
f3594,2,Is she in a public place?,257670,f402
f3595,1,Are there horses present?,243472,f391
f3596,2,Is she commuting?,243472,f391
f3597,1,What happened to this airplane?,316474,f396
f3598,2,Where is this airplane located?,316474,f396
f3599,1,What are the advantages of shopping in warehouse-type stores?,16359,f394
f3600,2,Does the lighting in this store affect how shoppers purchase?,16359,f394
f3601,1,What team won the game?,44724,f392
f3602,2,Was the player able to get a shot off?,44724,f392
f3603,1,Is he at a reenactment?,222361,f402
f3604,2,Can I pet the horse?,222361,f402
f3605,1,"What transportation is this a terminal for?
",406245,f393
f3606,2,What country is this?,406245,f393
f3607,1,How old are they?,103251,f389
f3608,2,Is the one on the left wearing boots too?,103251,f389
f3609,1,What is he eating?,565513,f402
f3610,2,Is it dark outside?,565513,f402
f3611,1,Is this another TIK TOK Challenge?,14244,f382
f3612,2,Is this kid getting high again?,14244,f382
f3613,1,Why take a selfie in the bathroom mirror?,47054,f398
f3614,2,How could you add more color to this picture?,47054,f398
f3615,1,Are these people buying phones?,379261,f399
f3616,2,What are they waiting for?,379261,f399
f3617,1,Is this a political event?,264309,f402
f3618,2,Why is she so happy to be recording?,264309,f402
f3619,1,Is this an image taken from a scene in a movie or a TV show episode?,141386,f388
f3620,2,What kind of shoulder straps are those around the man's shoulders?,141386,f388
f3621,1,Is the woman wearing sports clothing from the brand that is sponsoring her?,509255,f387
f3622,2,Is the woman thinking about something else besides tennis?,509255,f387
f3623,1,Where are these cattle heading to?,208372,f381
f3624,2,"Is this an event of some kind involving just cattle, or are there other animals as well?",208372,f381
f3625,1,What country is this taken in?,494240,f391
f3626,2,Where are the crockadiles?,494240,f391
f3627,1,"Is this a new family member, the cat?",294909,f399
f3628,2,Does this lady own other animals?,294909,f399
f3629,1,What country or state are these surfers in?,6332,f405
f3630,2,Is this a professional group or just friends gathering?,6332,f405
f3631,1,What game do you suppose they are playing?,86075,f401
f3632,2,Who is winning?,86075,f401
f3633,1,Do you think the batter realizes the joy of the moment?,35552,f397
f3634,2,Do you think the coach appreciates the wonder of youth?,35552,f397
f3635,1,Is this a legal way to sell food?,209200,f399
f3636,2,Is the food expensive?,209200,f399
f3637,1,What country are the elephants located?,329118,f392
f3638,2,How much do the elephants weigh?,329118,f392
f3639,1,what are these people looking at?,41745,f407
f3640,2,where is this taking place?,41745,f407
f3641,1,What's in the truck?,48747,f389
f3642,2,How long has the guy been on that bench?,48747,f389
f3643,1,What does the young lady see on the grass?,299029,f405
f3644,2,Is this a game of frisbee?,299029,f405
f3645,1,Why did the photographer of this shot include the messy coffee table?,299836,f394
f3646,2,What type of household is this?,299836,f394
f3647,1,Does this man need a doctor?,39643,f398
f3648,2,Is this man sad?,39643,f398
f3649,1,what language is that sign in?,281160,f407
f3650,2,what does that sign say?,281160,f407
f3651,1,How many people can one bus hold?,410173,f381
f3652,2,"Is this bus being loaded or unloaded, and are people getting on or getting off?",410173,f381
f3653,1,Is there anything in life better than a loyal dog?,28878,f397
f3654,2,Do you think the dog enjoys watching sports?,28878,f397
f3655,1,Who is this tennis player playing against?,130122,f398
f3656,2,Is he winning or losing?,130122,f398
f3657,1,What radio station does the driver of this truck listen to?,220615,f400
f3658,2,What is the truck driver's favorite type of weather?,220615,f400
f3659,1,Does the bride intend to feed cake to the groom nicely or smash it in his face?,250749,f405
f3660,2,"Why does the groom look like he is listening, hand to ear?",250749,f405
f3661,1,why does this man look so sad,69432,f408
f3662,2,where  is this man going,69432,f408
f3665,1,Does she make this shot?,478052,f405
f3666,2,Does she win the match?,478052,f405
f3667,1,What game show is this?,46002,f398
f3668,2,What prize does the winner get?,46002,f398
f3669,1,What is the child learning to do?,138100,f401
f3670,2,How old do you think the child is?,138100,f401
f3671,1,Is the woman wearing jeans looking at someone who just walked into the room?,260134,f387
f3672,2,Is the person on the left side of the photo wondering if they should be drinking less alcohol?,260134,f387
f3673,1,"Are these skiers heading to a ski lift, or to the lodge?",538977,f406
f3674,2,Where in the world do you think these people are skiing?,538977,f406
f3675,1,Why is this woman holding a slow sign?,32442,f410
f3676,2,What is the officer doing in the street?,32442,f410
f3677,1,Where was the photo taken?,211788,f405
f3678,2,What year was the photo taken?,211788,f405
f3679,1,Where is this ski resort located?,56023,f392
f3680,2,Are they getting ready for a ski lesson?,56023,f392
f3681,1,what kind of camera is that?,343908,f407
f3682,2,is this person getting ready for work?,343908,f407
f3683,1,Is she a professional tennis player?,571158,f403
f3684,2,I wonder if she won the match?,571158,f403
f3685,1,what game is she playing?,405121,f407
f3686,2,what is in that cup?,405121,f407
f3687,1,What do these women have in common?,293853,f401
f3688,2,Where do you suppose this picture was taken?,293853,f401
f3689,1,Does this person enjoy cross country as well as down hill skiing?,20711,f400
f3690,2,How often do they ski?,20711,f400
f3691,1,where is the man flying the kite,513810,f408
f3692,2,is the man a regular kite flyer,513810,f408
f3693,1,I wonder what she's drinking.,210729,f403
f3694,2,Does she live in this neighborhood?,210729,f403
f3695,1,Does this train travel through any underground tunnels through the mountains?,211788,f381
f3696,2,How long it this train and how many people can it hold?,211788,f381
f3697,1,What is the man holding in his hands?,126552,f392
f3698,2,Where does this man work?,126552,f392
f3699,1,What position does Mr. Gonzalez play?,56313,f398
f3700,2,Which team are they playing against?,56313,f398
f3701,1,What year do you think this photograph was taken?,110596,f406
f3702,2,"Are the bride and groom headed to the truck, or do they have a limo waiting out of sight?",110596,f406
f3703,1,Is this some sort of set for a movie?,390935,f394
f3704,2,Was this group of travelers lost and needed the help of the person riding the horse?,390935,f394
f3705,1,Where are these sheep walking to?,468891,f410
f3706,2,What kind of products comes from the wool of these sheep?,468891,f410
f3707,1,what is the name of this beach?,404964,f407
f3708,2,where is this beach located?,404964,f407
f3709,1,Are they going to eat the pizza after they photograph it?,460362,f403
f3710,2,I wonder what the pictures of the pizza are going to be used for.,460362,f403
f3711,1,Do you wonder where he bought his red safety vest?,534866,f415
f3712,2,What will happen if one of the wires snaps?,534866,f415
f3713,1,Is the giraffe happy to receive attention from the zoo attendees?,380500,f417
f3714,2,Are animals in zoos treated humanely compared to their wild counterparts?,380500,f417
f3715,1,where is the man going,307150,f408
f3716,2,why is the man alone in a desert,307150,f408
f3717,1,Do you think there is a chill in the air?,468891,f397
f3718,2,Do you think it is feeding time?,468891,f397
f3719,1,Where do you think these people are going?,354220,f422
f3720,2,Do you think it's cruel for humans to ride elephants?,354220,f422
f3721,1,Do you think bananas are healthy for older people?,45097,f413
f3722,2,How do you tell the man is not sad?,45097,f413
f3723,1,Are the man and the blonde woman a couple?,364455,f403
f3724,2,What event is this?,364455,f403
f3725,1,Are these girls learning to Surf?,556512,f423
f3726,2,Is this all one family?,556512,f423
f3727,1,Is the woman in the photo trying to lose weight by exercising more?,508749,f387
f3728,2,Is the room in the photo used to store toys for children who live there?,508749,f387
f3729,1,Will global climate change affect our ability to enjoy the oudoors?,248797,f417
f3730,2,Why are humans attracted to beaches and bodies of water for enjoyment?,248797,f417
f3731,1,How can you make an afternoon special?,514346,f404
f3732,2,"Maybe they should call this ""The Three Amigas""?",514346,f404
f3733,1,What country is this tennis player from?,542090,f420
f3734,2,Where is this tennis match being played?,542090,f420
f3735,1,Why is the skier going up the mountain and now down?,288486,f401
f3736,2,Is this skier a man or a woman?,288486,f401
f3737,1,Is this man just getting back from deployment or is he leaving for deployment?,418517,f403
f3738,2,How long has it been since he's seen the little girl?,418517,f403
f3739,1,How old is this child?,506988,f423
f3740,2,What else does she like to eat?,506988,f423
f3741,1,Which skateboarder is more serious about their sport?,381509,f421
f3742,2,Is the Skateboarder performing the trick an introvert or extravert?,381509,f421
f3743,1,What is this person waiting for?,100669,f400
f3744,2,What is their daily routine?,100669,f400
f3745,1,Do you think anyone here knows what they are trying to achieve?,546703,f418
f3746,2,Does this look like they are trying to problem-solve or is this a routine thing?,546703,f418
f3747,1,Do you think the people walking in the image are safe?,487571,f422
f3748,2,What do you think the people on the lift are looking for?,487571,f422
f3749,1,Is this a repair a homeowner can complete?,305600,f414
f3750,2,Is this young woman happy the fridge door came off?,305600,f414
f3751,1,Is the banana a post workout snack?,45097,f419
f3752,2,Are you having anything to drink with the banana?,45097,f419
f3753,1,Should our police forces change their tactics to how they patrol and control crime?,366414,f417
f3754,2,Should the general public trust the police?,366414,f417
f3755,1,How can you telll the tennis player is prepared for the match?,402916,f413
f3756,2,Do you think he is fit enough to win?,402916,f413
f3757,1,where is this beach located,375939,f408
f3758,2,are the waves getting too dangerous,375939,f408
f3759,1,Is she getting ready to sell her board or is she just showing off?,335027,f415
f3760,2,Do you think her board will hold her up when she's in the water?,335027,f415
f3761,1,Where are the parents?,9895,f425
f3762,2,How old are those kids?,9895,f425
f3763,1,Do you think these skiers are tired?,402224,f406
f3764,2,Are these skiers competing in the Olympics?,402224,f406
f3765,1,Why did you remove the door?,305600,f423
f3766,2,Are you planning to move this frig out?,305600,f423
f3767,1,Where is this game being played?,577953,f430
f3768,2,Was this a base hit or an out?,577953,f430
f3769,1,What is this child eating?,177840,f420
f3770,2,Where does this child live?,177840,f420
f3771,1,Where is the train going?,577448,f419
f3772,2,Why is the door open when no one is boarding or unboarding?,577448,f419
f3773,1,Where is the located?,557515,f428
f3774,2,How old is this outhouse?,557515,f428
f3775,1,Does the person in the image own a minivan?,126681,f421
f3776,2,Does the person in the image live within one hour of this location?,126681,f421
f3777,1,Was it very windy that day?,126681,f423
f3778,2,Were you not cold?,126681,f423
f3779,1,Are these guys brothers or friends?,495233,f428
f3780,2,What are they playing?,495233,f428
f3781,1,"Has ""stoner"" culture become mainstream and what does that mean for our future?",260696,f417
f3782,2,Are there really fundamental differences between recent generations or has it always been this way?,260696,f417
f3783,1,Do you think flying kites in cloudy weather is safe?,53712,f422
f3784,2,Do you like flying kites?,53712,f422
f3785,1,Why are two players right next to each other?,357799,f419
f3786,2,Who is winning the game?,357799,f419
f3787,1,Do you think the boogie board is hers or a family members?,335027,f397
f3788,2,Do you think she's getting the board waxed?,335027,f397
f3789,1,What type of job is being portrayed here?,441905,f394
f3790,2,Why would someone be hiding in the background like that?,441905,f394
f3791,1,why isnt the luggage just carried on,202076,f408
f3792,2,are the people on a ship?,202076,f408
f3793,1,How many people actually live on these boats?,250916,f430
